company_name,stand_no,description,profile_url,website
Al Thanayyan International One Person Company FZCO,"Stand No- GSM-D97, Hall 11","Al Thanayyan International Co. is a leading distribution company in the Middle East, established in 2007 in Kuwait. With offices in the UAE, Kuwait, Saudi Arabia, Oman, Bahrain, and the USA, AIC has built a strong regional and int ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/al-thanayyan-international-one-person-company-fzco,https://www.thanayyan.com
ALADDIN LLC,"Stand No- H4A-B10, Hall 4A","Aladdin.Store is a flexible benefits platform that empowers companies to modernize their approach to employee compensation. Instead of offering a fixed set of perks, employers allocate a benefits budget, and employees use it to de ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/aladdin-llc,https://aladdin.store
Alaqan Technologies LLP,"Stand No- H14-D30, Hall 14","Alaqan is a fintech company developing Alaqan Pay, an advanced 3-in-1 payment platform that enables transactions through palm biometrics, NFC, and QR technologies. Our mission is to make payments seamless, secure, and human-centri ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/alaqan-technologies-llp,https://alaqan.kz/main
Albert Health,"Stand No- H14-B60, Hall 14","Albert Health is an evidence-based multi-chronic disease management platform that leverages AI to improve medication adherence and health outcomes. Our clinically validated solution operates in Arabic, English, and Turkish, servin ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/albert-health,https://albert.health/
Alchemy,"Stand No- GSM-C87, Hall 11","Alchemy Trading is the fastest growing global leader in circular technology, unlocking reliable secondary tech at scale. With more than 12 million devices sold across 60 markets through 16 processing facilities in 12 countries, we ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/alchemy,https://www.wearealchemy.com/
Alepo Technologies Inc.,"Stand No- CC1-28, Concourse 1","Alepo makes next-generation Gen AI transformation opportunities for telcos a reality, delivering advanced software solutions and services that enable communications service providers to accelerate revenue growth, market share, and ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/alepo-technologies-inc,http://www.alepo.com
Algebra Intelligence,"Stand No- H14-9, Hall 14",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/algebra-intelligence,https://algebraintelligence.com/
AlgoMetric,"Stand No- H1-A10, Hall 1","AlgoMetric is a trusted technology partner specializing in software development in FinTech, Blockchain/Web3, Generative AI, and industries like Auditing, Telecom, Legal, Logistics, and Gaming. In addition to outsourcing services,  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/algometric,https://algometric.net/
Algotech d.o.o. Beograd,"Stand No- H1-A10, Hall 1","Algotech is a regional company with more than thirty years of experience in Information and Communication Technology (ICT). It specializes in advanced solutions such as contact centers, AI solutions, digital signage systems, secur ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/algotech-doo-beograd,https://www.algotech.rs
Alibaba Cloud (Singapore) Private Limited,"Stand No- H8-C20, Hall 8","Founded in 2009, Alibaba Cloud is a prominent global provider of cloud computing and AI technology. Serving as the digital backbone for Alibaba Group, it offers a wide range of services including infrastructure, platform, and appl ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/alibaba-cloud-singapore-private-limited,https://www.alibabacloud.com/en?_p_lc=1
ALMEC,"Stand No- H13-D40, Hall 13","Since 2001, ALMEC s.p.a. has leveraged its technological expertise, experience, and passion to develop innovative electronic systems that deliver high added value and best meet its customers’ technological needs. At ALMEC, we sp ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/almec,https://www.almec.net/en
Almoayyed Computers Middle East (ACME),"Stand No- H4A-A25, Hall 4A","Almoayyed Computers Middle East (ACME), part of Almoayyed International Group, is a leading Cloud & Managed Service Provider and System Integrator in Bahrain. With more than four decades of experience, ACME implements technology s ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/almoayyed-computers-middle-east-acme,https://www.acme.tech
ALMOE,"Stand No- H4-A40, Hall 4","ALMOE Group of Companies has established a strong presence across the Middle East—including the UAE, Saudi Arabia, India, and Qatar—within the audio visual and IT industry. A key division under the group, Almoe Digital Solutio ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/almoe,https://www.almoedigitalsolutions.com/
Almost Human,"Stand No- H26-A60, Hall 26","AlmostHuman powers customer experiences with smarter, human-centred AI. This agentic AI super-platform helps businesses scale support, improve service quality, and meet customer expectations across every channel.

Designed for fle ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/almost-human,https://aalmosthuman.ai/
alongID,"Stand No- H13-D55, Hall 13","alongID is a cross-border digital identity product - a globally interoperable, distributed identity orchestration engine supported by a privacy-preserving wallet. It enables secure, seamless identity verification across borders by ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/alongid,https://alongid.com/
Alpha Data,"Stand No- H21-D20, Hall 21","Alpha Data is one of the leading Digital Transformation providers & Systems Integrator in the Middle East.

The company’s diverse portfolio of offerings includes new technologies that encompass Artificial Intelligence (AI). Mobi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/alpha-data,https://www.alpha.ae
Alpha Data,"Stand No- H6-B10, Hall 6","Alpha Data is one of the leading Digital Transformation providers & Systems Integrator in the Middle East.

The company’s diverse portfolio of offerings includes new technologies that encompass Artificial Intelligence (AI). Mobi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/alpha-data,https://www.alpha.ae
ALPHA DATA,"Stand No- H7-A20, Hall 7","Alpha Data is one of the leading Digital Transformation providers & Systems Integrator in the Middle East.

The company’s diverse portfolio of offerings includes new technologies that encompass Artificial Intelligence (AI). Mobi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/alpha-data,https://www.alpha.ae
ALPHA DATA - P.J.S.C,"Stand No- H4-B50, Hall 4","Alpha Data is one of the leading Digital Transformation providers & Systems Integrator in the Middle East.

The company’s diverse portfolio of offerings includes new technologies that encompass Artificial Intelligence (AI). Mobi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/alpha-data---pjsc,https://www.alpha.ae
Altarqea Co.,"Stand No- H24-E25, Hall 24",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/altarqea-co,
Altatwir Co.,"Stand No- H24-E25, Hall 24",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/altatwir-co,
AMAN powered by Themis,"Stand No- H20-A10, Hall 20","AMAN are the leading end-to-end AML firm in Bahrain. Powered by Themis, we help clients identify and manage AML/KYC risks through a combination of cutting-edge technology, enhanced due diligence intelligence, insight, training and ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/aman-powered-by-themis,https://www.aman-aml.com
Amazon Web Services EMEA SARL (Branch),"Stand No- H8-A20, Hall 8","Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/amazon-web-services-emea-sarl-branch,https://aws.amazon.com/
Ambrane India Private Limited,"Stand No- CC1-47, Concourse 1","Ambrane India is a leading consumer electronics brand from India, established in 2012. We are proud to be recognized as one of India's top charging brands, having pioneered the ""Made in India"" movement for power banks. Our commitm ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ambrane-india-private-limited,https://www.ambraneindia.com
AMD,"Stand No- H7-B30, Hall 7","For more than 50 years, AMD has driven innovation in high-performance computing, graphics, and visualization technologies. AMD employees are focused on building leadership in high-performance and adaptive products that push the bo ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/amd,https://www.amd.com
AMDIE,"Stand No- H13-B20, Hall 13","Morocco’s Investment and Export development agency is in charge of promoting national and foreign investment as well as export of goods and services.  
The Agency is committed to support all economic actors throughout their enti ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/amdie,https://www.morocconow.com
Ameer Mirzae general trading llc,"Stand No- H12-D16, Hall 12","Joyroom UAE, operated by the Ameer Mirzai Group (established 1977), is the authorized distributor of premium Joyroom digital accessories in the UAE. We offer a comprehensive range of innovative products—from smart chargers, powe ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ameer-mirzae-general-trading-llc,https://www.joyroom.ae
Amira AI - almost human,"Stand No- H20-B06, Hall 20","AMIRA AI - The moment your customers forget they're talking to AI.
What if every customer contact was resolved in 18 seconds instead of 4 minutes? Your top sellers suddenly closed 10x more deals? You never said ""We'll call you bac ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/amira-ai---almost-human,https://www.acgroup.ae
AMIVIZ DMCC,"Stand No- H24-A65, Hall 24","We represent over 40 top-tier and niche cybersecurity vendors, covering the full spectrum of solutions—from Endpoint Protection and Identity Management to Threat Intelligence, Cloud Security, Network & Data Analytics, and Risk & ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/amiviz-dmcc,https://www.amiviz.com
Amplicon Middle East,"Stand No- H20-D05, Hall 20","Amplicon Middle East is an authorized distributor for world’s leading technology products. The top brands of the world in Industrial Automation, Computing and Networking products as well as Telemetry, SCADA and Wireless Communic ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/amplicon-middle-east,https://www.ampliconme.com
Amrut Software Private Limited,"Stand No- H5-2, Hall 5","At Amrut Software, we deliver cutting-edge IT software services and solutions. What started as a software tools resale business has grown into deep expertise in DevOps and ITSM consulting. Today, we support clients across IT/ITES, ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/amrut-software-private-limited,https://www.amrutsoftware.com
"Amzur Technologies, Inc.","Stand No- H23-A34, Hall 23","Amzur Technologies, a pioneer in digital and technological transformation, is committed to bridging the gap between emerging technological advancements and their practical business applications. As an ISO 9001:2015, ISO 27001:2013 ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/amzur-technologies-inc,https://amzur.com
Andevos,"Stand No- H2-B10, Hall 2","Andevos is a leading technology company specializing in AI-powered software solutions, FinTech platforms, and digital transformation services. Headquartered in Türkiye with development centers in Marmara Teknopark, Andevos partne ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/andevos,https://www.andevos.com.tr
Angel Cellular LLC,"Stand No- GSM-M112, Hall 11","In 2004, brothers Bob and Shawn Ali embarked on a new venture in the wholesale distribution of cell phones. This initiative, originally known as Gas Boy (GB Cellular), began with just three employees and a modest 2,500-square-foot ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/angel-cellular-llc,https://www.angelcellular.com
